FID,Lat,Long,Dry_days,Wet_days
0,28.75,80.0,262,103
1,29.0,79.25,275,90
2,29.0,79.5,269,96
3,29.0,79.75,270,95
4,29.0,80.0,251,114
5,29.25,79.0,285,80
6,29.25,79.25,258,107
7,29.25,79.5,237,128
8,29.25,79.75,257,108
9,29.25,80.0,260,105
10,29.25,80.25,247,118
11,29.5,78.75,292,73
12,29.5,79.0,279,86
13,29.5,79.25,232,133
14,29.5,79.5,240,125
15,29.5,79.75,248,117
16,29.5,80.0,276,89
17,29.5,80.25,236,129
18,29.75,78.0,296,69
19,29.75,78.25,277,88
20,29.75,78.5,284,81
21,29.75,78.75,261,104
22,29.75,79.0,254,111
23,29.75,79.25,256,109
24,29.75,79.5,239,126
25,29.75,79.75,243,122
26,29.75,80.0,238,127
27,29.75,80.25,250,115
28,30.0,77.75,282,83
29,30.0,78.0,282,83
30,30.0,78.25,264,101
31,30.0,78.5,265,100
32,30.0,78.75,266,99
33,30.0,79.0,263,102
34,30.0,79.25,254,111
35,30.0,79.5,252,113
36,30.0,79.75,217,148
37,30.0,80.0,225,140
38,30.0,80.25,248,117
39,30.0,80.5,250,115
40,30.25,78.0,256,109
41,30.25,78.25,267,98
42,30.25,78.5,285,80
43,30.25,78.75,278,87
44,30.25,79.0,269,96
45,30.25,79.25,238,127
46,30.25,79.5,235,130
47,30.25,79.75,232,133
48,30.25,80.0,218,147
49,30.25,80.25,230,135
50,30.25,80.5,251,114
51,30.25,80.75,265,100
52,30.25,81.0,277,88
53,30.5,78.0,263,102
54,30.5,78.25,245,120
55,30.5,78.5,256,109
56,30.5,78.75,219,146
57,30.5,79.0,238,127
58,30.5,79.25,226,139
59,30.5,79.5,235,130
60,30.5,79.75,220,145
61,30.5,80.0,220,145
62,30.5,80.25,230,135
63,30.75,77.75,305,60
64,30.75,78.0,243,122
65,30.75,78.25,255,110
66,30.75,78.5,234,131
67,30.75,78.75,224,141
68,30.75,79.0,213,152
69,30.75,79.25,224,141
70,30.75,79.5,226,139
71,30.75,79.75,220,145
72,30.75,80.0,215,150
73,31.0,78.0,229,136
74,31.0,78.25,231,134
75,31.0,78.5,224,141
76,31.0,78.75,222,143
77,31.0,79.0,210,155
78,31.0,79.25,210,155
79,31.0,79.5,224,141
80,31.0,79.75,223,142
81,31.25,78.25,228,137
82,31.25,79.0,210,155
